Country.of.Origin,Species,Owner,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Cuper.Points
Honduras,Arabica,cadexsa,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,81.42,0.12,0,0,Green,1.0,7.25
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,7.08,81.42,0.12,0,0,Green,0.0,7.08
Malawi,Arabica,afca,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,81.42,0.12,0,0,Bluish-Green,0.0,7.42
Brazil,Arabica,ipanema coffees,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,81.42,0.0,0,0,Green,0.0,7.42
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,81.42,0.1,0,0,Green,6.0,7.08
Mexico,Arabica,kurt kappeli,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,81.42,0.0,1,0,Green,1.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,81.42,0.12,0,0,Green,4.0,7.08
Mexico,Arabica,saul m. hernandez ramirez,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.58,81.42,0.13,1,0,None,8.0,7.58
Colombia,Arabica,exportadora de cafe condor s.a,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,81.42,0.11,0,0,Green,0.0,7.17
Honduras,Arabica,bismarck castro,Caturra,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,81.33,0.11,0,2,Bluish-Green,3.0,7.33
Brazil,Arabica,cafebras,Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,81.33,0.11,0,0,Green,14.0,7.33
Honduras,Arabica,cadexsa,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,81.33,0.09,0,0,Green,4.0,7.42
Brazil,Arabica,jacques pereira carneiro,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,81.33,0.12,0,0,Green,6.0,7.42
Philippines,Arabica,victoria,Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,81.33,0.14,0,0,Green,3.0,7.33
Malawi,Arabica,afca,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,81.33,0.13,0,0,Green,1.0,7.25
Honduras,Arabica,mayra yessenia torres,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,81.33,0.12,0,0,Green,3.0,7.33
Mexico,Arabica,julio perez hernandez,Typica,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,81.33,0.13,4,0,Green,13.0,7.25
Mexico,Arabica,hector gabriel barreda nader,Typica,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,81.33,0.12,0,0,None,4.0,7.25
Taiwan,Arabica,"lin, che-hao krude ???",Typica,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,81.25,0.12,0,0,Green,0.0,5.25
Brazil,Arabica,ipanema coffees,Yellow Bourbon,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,81.25,0.0,0,0,Green,1.0,7.33
Nicaragua,Arabica,"comercial internacional exportadora, s.a.",Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,81.25,0.1,0,0,Green,4.0,7.5
Honduras,Arabica,cadexsa,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,0.12,0,0,Green,1.0,7.42
Guatemala,Arabica,essencecoffee,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,0.09,0,0,Bluish-Green,2.0,7.33
"Tanzania, United Republic Of",Arabica,shangrilla estate ltd,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,0,0,Green,5.0,7.42
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,0.11,0,0,Green,0.0,7.25
Guatemala,Arabica,juan luis alvarado romero,Caturra,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,81.25,0.11,0,0,Green,4.0,7.08
Mexico,Arabica,alfredo bojalil,Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,81.25,0.12,0,0,Green,1.0,7.5
"Tanzania, United Republic Of",Arabica,immaculata john,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,0,0,Green,2.0,7.17
Mexico,Arabica,andreas kussmaul,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,81.17,0.12,0,0,Green,10.0,7.17
Costa Rica,Arabica,"cafetalera internacional cafinter, s.a.",Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,0.11,0,0,Bluish-Green,0.0,7.42
Thailand,Arabica,???? koju matsuzawa,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,0.12,0,0,Blue-Green,0.0,7.42
Philippines,Arabica,victoria,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,81.17,0.0,0,0,None,4.0,7.25
"Tanzania, United Republic Of",Arabica,taylor winch (t) ltd,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,0,0,Bluish-Green,2.0,7.33
Malawi,Arabica,afca,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,81.17,0.12,0,0,Green,12.0,7.25
Costa Rica,Arabica,eric thormaehlen,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,0.11,0,0,Green,3.0,7.25
Brazil,Arabica,bourbon specialty coffees,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,81.17,0.11,0,0,Green,3.0,7.17
Mexico,Arabica,julio perez hernandez,Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,81.17,0.13,3,0,Green,7.0,7.08
Guatemala,Arabica,the coffee source inc.,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,0.12,0,0,Green,4.0,7.25
Brazil,Arabica,nucoffee,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,81.17,0.12,0,0,Green,1.0,7.08
Brazil,Arabica,gregorio sebba,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,81.08,0.11,5,0,Green,8.0,7.33
"Tanzania, United Republic Of",Arabica,taylor winch (t) ltd,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,0,0,Green,2.0,7.17
Costa Rica,Arabica,the coffee source inc.,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,0,0,Green,0.0,7.17
United States (Puerto Rico),Arabica,german negron,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,0.0,0,0,Green,0.0,8.5
Mexico,Arabica,obed rendon ponce,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,81.08,0.13,5,0,None,16.0,7.25
Mexico,Arabica,diego manuel woolrich ramirez,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,0,0,Green,2.0,7.08
Mexico,Arabica,gerardo hernandez valderrabano,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,0,0,Green,5.0,7.25
Mexico,Arabica,balbino ramirez flores,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,81.08,0.1,0,0,Green,1.0,7.25
United States (Hawaii),Arabica,kona pacific farmers cooperative,Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,0,0,Blue-Green,0.0,7.33
Brazil,Arabica,bourbon specialty coffees,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,81.0,0.11,0,6,Green,9.0,7.33
El Salvador,Arabica,consejo salvadore̱o del caf̩,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,0,2,Green,6.0,7.25
Brazil,Arabica,bourbon specialty coffees,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,0,2,Bluish-Green,3.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,81.0,0.09,0,0,Green,8.0,7.25
Colombia,Arabica,racafe & cia s.c.a,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,81.0,0.0,0,4,Green,4.0,7.75
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,0,0,Green,1.0,7.25
Taiwan,Arabica,"lin, che-hao krude ???",Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0,Bluish-Green,0.0,7.33
Honduras,Arabica,mayra yessenia torres,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0,0,Green,1.0,7.33
Brazil,Arabica,bourbon specialty coffees,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,0,0,Green,0.0,7.75
"Tanzania, United Republic Of",Arabica,mlimani ngarashi,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0,Green,5.0,7.33
Uganda,Arabica,kyagalanyi ltd,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,0,0,Green,3.0,7.42
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,0,0,Green,0.0,7.25
Mexico,Arabica,alejandro garcia palacios,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,0,0,Green,12.0,7.25
Mexico,Arabica,organizaciones de productores de cafe colimense,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,0,0,Green,8.0,7.5
Taiwan,Arabica,cqi taiwan icp cqi??????,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0.0,0,0,Blue-Green,0.0,7.25
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,Green,2.0,7.5
Kenya,Arabica,lydiah mwangi,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,0,0,Green,3.0,5.42
Mexico,Arabica,grupo santab s.a de c.v.,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,0,0,Green,11.0,7.33
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,2,0,Bluish-Green,5.0,7.25
"Tanzania, United Republic Of",Arabica,karatu estate,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0,Green,0.0,7.25
Brazil,Arabica,jacques pereira carneiro,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0,Green,8.0,7.25
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,0,0,Green,0.0,6.75
Brazil,Arabica,ipanema coffees,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,0,0,None,0.0,7.33
Nicaragua,Arabica,chris finch,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,1,0,Green,3.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,2,0,Green,5.0,7.08
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0,0,Green,0.0,7.17
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0,Green,0.0,7.25
Mexico,Arabica,eduardo luis augusto velazquez solis,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7,80.92,0.13,0,0,Green,12.0,7.0
Laos,Arabica,cqi taiwan icp cqi??????,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0.0,0,0,Green,0.0,7.33
Guatemala,Arabica,the coffee source inc.,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0,Green,1.0,7.08
Mexico,Arabica,luis roberto fermoso beltran,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0,Green,7.0,7.33
Mexico,Arabica,jose manuel vergara cortes,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0,Green,3.0,7.17
Mexico,Arabica,christina dusing,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0,Green,1.0,7.25
United States (Hawaii),Arabica,kona pacific farmers cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7,80.83,0.1,2,0,Blue-Green,0.0,7.0
Myanmar,Arabica,u soe,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,0,0,Green,2.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0,Green,1.0,7.17
Nicaragua,Arabica,"comercial internacional exportadora, s.a.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0,0,Green,5.0,7.25
Honduras,Arabica,bismarck castro,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0,Green,2.0,7.08
Panama,Arabica,essencecoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0,Green,4.0,7.17
Honduras,Arabica,cadexsa,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0,Green,2.0,7.17
Costa Rica,Arabica,the coffee source inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0,Green,0.0,7.25
Mexico,Arabica,diego manuel woolrich ramirez,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0,0,Green,2.0,7.5
Haiti,Arabica,myriam kaplan-pasternak,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0,Green,0.0,7.25
United States (Hawaii),Arabica,kona pacific farmers cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0,0,Bluish-Green,6.0,6.92
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,0,0,Green,1.0,7.33
Indonesia,Arabica,aulia arif syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,0,0,Blue-Green,1.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7,80.67,0.11,0,0,Green,0.0,7.0
Costa Rica,Arabica,"ceca, s.a.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8,80.67,0.11,0,0,Blue-Green,4.0,8.0
Malawi,Arabica,afca,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,0,0,Bluish-Green,1.0,7.17
Mexico,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,0,0,Green,4.0,7.25
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,0,0,Green,5.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,0,0,Green,2.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,0,0,Green,3.0,7.33
"Tanzania, United Republic Of",Arabica,burka coffee estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,0,0,Bluish-Green,1.0,7.25
Brazil,Arabica,ipanema coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,0,0,Green,3.0,7.25
Honduras,Arabica,beneficio santa rosa,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0,Green,5.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,0,0,Green,5.0,7.25
Taiwan,Arabica,cqi taiwan icp cqi??????,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0.0,0,0,Blue-Green,0.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0,0,Green,4.0,7.25
Honduras,Arabica,janny marlith torres,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7,80.5,0.11,0,0,Green,5.0,7.0
Brazil,Arabica,bourbon specialty coffees,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,0,0,Green,3.0,7.33
Myanmar,Arabica,shwe yin mar coffee,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0.0,0,0,Green,2.0,7.08
Guatemala,Arabica,juan luis alvarado romero,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,0,0,Green,3.0,7.17
Brazil,Arabica,jacques pereira carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,0,0,None,10.0,7.42
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,1,0,Green,0.0,7.17
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,1,0,Green,1.0,6.67
Mexico,Arabica,israel eduardo paz garcia,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,0,0,None,1.0,7.17
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7,80.42,0.14,0,0,Green,0.0,7.0
El Salvador,Arabica,lusso lab,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.0,0,0,Green,1.0,7.25
China,Arabica,adam ciruli ye,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,0,0,Green,14.0,7.17
Mexico,Arabica,alfredo bojalil,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,2,0,Green,4.0,7.25
Mexico,Arabica,armando luis pohlenz martinez,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,4,0,Green,16.0,7.08
"Tanzania, United Republic Of",Arabica,delfina leon shine,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,0,0,Green,5.0,7.17
"Tanzania, United Republic Of",Arabica,kongoni estate,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,0,0,Bluish-Green,5.0,7.08
Taiwan,Arabica,cqi taiwan icp cqi??????,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7,80.33,0.11,0,0,Green,0.0,7.0
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,1,0,Green,4.0,7.17
Mexico,Arabica,miguel cortes moreno,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0.11,0,0,Green,21.0,7.08
United States (Hawaii),Arabica,kona pacific farmers cooperative,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,5,0,Green,7.0,7.08
Brazil,Arabica,volcafe ltda. - brasil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0.11,0,1,Green,1.0,7.25
Honduras,Arabica,bismarck castro,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,0,0,Green,4.0,7.33
Mexico,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,0,0,Green,2.0,7.17
Myanmar,Arabica,bob mccauley,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,0.11,1,0,Green,26.0,6.83
Myanmar,Arabica,u htun htun,Catuai,Natural / Dry,7.42,7,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,0.0,0,0,Green,1.0,7.25
Nicaragua,Arabica,gloria antonieta escobar urrutia,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0.11,0,0,Green,2.0,7.25
United States (Hawaii),Arabica,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,Green,13.0,7.33
Colombia,Arabica,honor dela fuente,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,Green,0.0,7.58
Taiwan,Arabica,cqi taiwan icp cqi??????,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7,80.25,0.11,0,0,Green,0.0,7.0
Guatemala,Arabica,the coffee source inc.,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,1,0,Green,12.0,7.25
Mexico,Arabica,saul m. hernandez ramirez,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,2,0,None,8.0,7.17
Honduras,Arabica,cadexsa,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0,Green,0.0,7.33
Guatemala,Arabica,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7,80.17,0.11,0,0,Green,2.0,7.0
Mexico,Arabica,pablo enrique martinez gama,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,0,0,Green,2.0,7.08
